date,비거주 복지시설 운영업,영상 및 음향기기 제조업,음식점업,담배 제조업,수도사업,"도축, 육류 가공 및 저장 처리업",수산물 가공 및 저장 처리업,"과실, 채소 가공 및 저장 처리업",동물성 및 식물성 유지 제조업,자가 소비를 위한 가사 생산 활동,낙농제품 및 식용빙과류 제조업,"곡물가공품, 전분 및 전분제품 제조업",기타 식품 제조업,동물용 사료 및 조제식품 제조업,알콜음료 제조업,비알콜음료 및 얼음 제조업,방적 및 가공사 제조업,직물직조 및 직물제품 제조업,편조원단 및 편조제품 제조업,"섬유제품 염색, 정리 및 마무리 가공업",기타 섬유제품 제조업,봉제의복 제조업,모피가공 및 모피제품 제조업,편조의복 제조업,의복 액세서리 제조업,"가죽, 가방 및 유사제품 제조업",신발 및 신발부분품 제조업,제재 및 목재 가공업,나무제품 제조업,코르크 및 조물 제품 제조업,"펄프, 종이 및 판지 제조업","골판지, 종이 상자 및 종이 용기 제조업",기타 종이 및 판지 제품 제조업,인쇄 및 인쇄관련 산업,기록매체 복제업,코크스 및 연탄 제조업,석유 정제품 제조업,기초화학물질 제조업,비료 및 질소화합물 제조업,합성고무 및 플라스틱 물질 제조업,기타 화학제품 제조업,화학섬유 제조업,기초 의약물질 및 생물학적 제제 제조업,의약품 제조업,의료용품 및 기타 의약관련제품 제조업,고무제품 제조업,플라스틱제품 제조업,유리 및 유리제품 제조업,도자기 및 기타 요업제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타 비금속 광물제품 제조업,1차 철강 제조업,1차 비철금속 제조업,금속 주조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",무기 및 총포탄 제조업,기타 금속가공제품 제조업,반도체 제조업,전자부품 제조업,컴퓨터 및 주변장치 제조업,통신 및 방송 장비 제조업,마그네틱 및 광학 매체 제조업,의료용 기기 제조업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","안경, 사진장비 및 기타 광학기기 제조업",시계 및 시계부품 제조업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일차전지 및 축전지 제조업,절연선 및 케이블 제조업,전구 및 조명장치 제조업,가정용 기기 제조업,기타 전기장비 제조업,일반 목적용 기계 제조업,특수 목적용 기계 제조업,자동차용 엔진 및 자동차 제조업,자동차 차체 및 트레일러 제조업,자동차 부품 제조업,선박 및 보트 건조업,철도장비 제조업,"항공기,우주선 및 부품 제조업",그외 기타 운송장비 제조업,가구 제조업,귀금속 및 장신용품 제조업,악기 제조업,운동 및 경기용구 제조업,"인형,장난감 및 오락용품 제조업",그외 기타 제품 제조업,전기업,가스 제조 및 배관공급업,"증기,냉온수 및 공기조절 공급업","하수, 폐수 및 분뇨 처리업",폐기물 수집운반업,폐기물 처리업,금속 및 비금속 원료 재생업,환경 정화 및 복원업,건물 건설업,토목 건설업,기반조성 및 시설물 축조관련 전문공사업,건물설비 설치 공사업,전기 및 통신 공사업,실내건축 및 건축마무리 공사업,건설장비 운영업,자동차 판매업,자동차 부품 및 내장품 판매업,모터사이클 및 부품 판매업,상품 중개업,산업용 농축산물 및 산동물 도매업,음·식료품 및 담배 도매업,가정용품 도매업,기계장비 및 관련 물품 도매업,"건축자재, 철물 및 난방장치 도매업",기타 전문 도매업,상품 종합 도매업,종합 소매업,음·식료품 및 담배 소매업,정보통신장비 소매업,"섬유, 의복, 신발 및 가죽제품 소매업",기타 가정용품 소매업,"문화, 오락 및 여가 용품 소매업",연료 소매업,기타 상품 전문 소매업,무점포 소매업,철도운송업,육상 여객 운송업,도로 화물 운송업,소화물 전문 운송업,파이프라인 운송업,해상 운송업,내륙 수상 및 항만내 운송업,정기 항공 운송업,부정기 항공 운송업,보관 및 창고업,기타 운송관련 서비스업,숙박시설 운영업,기타 숙박업,주점 및 비알콜음료점업,"서적, 잡지 및 기타 인쇄물 출판업",소프트웨어 개발 및 공급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",오디오물 출판 및 원판 녹음업,라디오 방송업,텔레비전 방송업,우편업,전기통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",기타 정보 서비스업,은행 및 저축기관,투자기관,기타 금융업,보험업,재 보험업,연금 및 공제업,금융지원 서비스업,보험 및 연금관련 서비스업,부동산 임대 및 공급업,부동산 관련 서비스업,운송장비 임대업,개인 및 가정용품 임대업,산업용 기계 및 장비 임대업,무형재산권 임대업,자연과학 및 공학 연구개발업,인문 및 사회과학 연구개발업,법무관련 서비스업,회계 및 세무관련 서비스업,광고업,시장조사 및 여론조사업,"회사본부, 지주회사 및 경영컨설팅 서비스업","건축기술, 엔지니어링 및 관련기술 서비스업",기타 과학기술 서비스업,수의업,전문디자인업,사진 촬영 및 처리업,"그외 기타 전문, 과학 및 기술 서비스업",사업시설 유지관리 서비스업,건물·산업설비 청소 및 방제 서비스업,조경 관리 및 유지 서비스업,인력공급 및 고용알선업,여행사 및 기타 여행보조 서비스업,"경비, 경호 및 탐정업",기타 사업지원 서비스업,입법 및 일반 정부 행정,사회 및 산업정책 행정,외무 및 국방 행정,사법 및 공공질서 행정,사회보장 행정,초등 교육기관,중등 교육기관,고등 교육기관,"특수학교, 외국인학교 및 대안학교",일반 교습 학원,기타 교육기관,교육지원 서비스업,병원,의원,공중 보건 의료업,기타 보건업,거주 복지시설 운영업,창작 및 예술관련 서비스업,"도서관, 사적지 및 유사 여가관련 서비스업",스포츠 서비스업,유원지 및 기타 오락관련 서비스업,산업 및 전문가 단체,노동조합,기타 협회 및 단체,기계 및 장비 수리업,자동차 및 모터사이클 수리업,개인 및 가정용품 수리업,"미용, 욕탕 및 유사 서비스업",그외 기타 개인 서비스업,가구내 고용활동,자가 소비를 위한 가사 서비스 활동,국제 및 외국기관
2016-09,109817,140904,80937,7,226,13040,3857,3917,601,,2956,2534,37404,1497,1314,1215,2654,6829,1743,12494,6710,5230,631,484,2153,4968,1256,1530,8145,40,3284,12554,6972,24128,232,42,577,4963,640,15743,35428,1122,4903,15972,2796,6531,61557,6745,2648,6155,4463,3961,4667,3709,24917,353,63735,36607,76674,4447,23107,31,11396,21302,8233,639,31367,1016,6151,9825,8147,12367,67961,70979,25277,1613,44759,824,669,108,1106,16975,916,479,1745,844,16385,5210,944,1997,2962,8069,1881,3390,278,10466,1629,267,172,333,142,3355,3103,7694,374,11844,5827,29763,40911,38012,14574,29179,14775,26511,8062,13666,7324,8400,4977,8903,19797,10290,202,57849,6654,2104,354,179,61,,75,10300,24576,5228,611,6507,7569,55222,3274,169,42,736,1843,26273,13102,2675,6304,18150,119,2676,691,1,210,1095,766,11909,62246,1034,682,1898,46,18537,1887,6823,10674,3330,284,15049,45588,15555,1521,1942,945,2030,23018,25132,1138,48028,2104,14930,34849,25443,4871,1026,801,10,26576,25872,8714,1646,7612,11246,1390,68679,58993,1020,2851,50347,2327,6734,18681,3581,2596,149,10977,3698,19380,5532,5621,14864,0,5,1362
2016-10,111436,140560,81814,7,227,13087,3851,3954,598,,2908,2588,37477,1508,1283,1219,2668,6854,1748,12449,6714,5206,643,499,2148,4958,1253,1513,8239,39,3258,12658,6941,24147,228,42,581,5014,639,15834,35552,1127,4953,16074,2808,6477,61699,6771,2657,6256,4459,3968,4617,3723,25031,354,63886,36684,76459,4498,23121,31,11427,21368,8150,638,31564,1019,6124,9863,8230,12476,68207,71367,25297,1636,44627,817,663,107,1111,17052,910,488,1754,854,16460,5239,973,1996,2956,8107,1927,3424,286,10425,1673,292,176,311,146,3458,3355,7758,364,11972,5943,29815,40411,38110,14723,29254,14753,26639,8095,13557,7416,8494,4999,8926,19930,10494,206,57957,6666,2113,355,180,60,,76,10339,24493,5276,607,6640,7721,55731,2778,175,40,737,1840,26273,13216,2754,6338,18147,122,2679,691,1,209,1102,767,12042,62437,1008,688,1932,47,18489,1910,6814,10753,3390,278,15147,45783,15509,1541,1957,934,2044,23196,25795,1144,48164,2103,15023,34620,25600,4888,1023,819,11,26782,26098,13082,1656,7646,11255,1443,68758,59440,1031,2895,50669,2327,6838,21296,3707,2608,147,10996,3739,19483,5496,5662,14868,0,5,1364
2016-11,112468,138419,82501,5,223,13178,3797,3984,594,,2877,2597,37770,1523,1264,1188,2706,6944,1747,12430,6739,5139,649,480,2098,4984,1255,1531,8319,40,3271,12672,6979,24146,229,45,581,5003,639,15888,35631,1085,4992,16160,2808,6451,62072,6896,2672,6269,4462,3958,4662,3714,25141,341,64038,36656,76283,6233,23194,22,11437,21541,8184,626,31826,1005,6151,9938,8242,12620,68578,71649,25330,1615,44755,828,942,110,1136,17135,911,493,1779,867,16535,5248,977,2006,2979,8232,1958,3441,297,10323,1633,265,188,282,135,3540,3372,7754,368,12024,5893,29994,40451,38388,14691,29304,14764,26925,8256,13794,7503,8594,5073,9046,19995,10618,204,58123,6762,2135,355,181,56,,77,10258,24782,5260,590,6718,7679,56357,2761,177,39,713,1863,26072,13207,2754,6262,18177,116,2684,693,0,209,1113,757,11913,62683,998,716,1964,48,18426,1906,6848,10828,3380,291,15452,45964,15466,1577,1971,952,2049,23140,25546,1068,48533,2113,15201,35109,24828,4854,973,833,11,26931,26112,13025,1662,7689,11257,1442,69092,59762,991,2917,50906,2265,6667,21238,3744,2615,157,11035,3740,19545,5519,5855,14980,0,5,1368
2016-12,112960,138077,82954,5,222,13268,3837,3948,595,,2897,2609,38125,1541,1272,1195,2693,6935,1736,12440,6750,5162,645,495,2078,5061,1250,1539,8308,39,3283,12674,6951,24158,252,45,579,5009,624,15857,35736,1074,4943,16215,2820,6459,62430,6936,2683,6293,4445,3969,4717,3700,25226,345,64377,36828,76058,6213,23069,21,11545,21843,8228,623,32009,1011,6185,9798,8135,12662,68824,72239,25326,1603,44666,816,943,115,1146,17248,908,495,1780,876,16628,5206,974,1997,2970,8227,1935,3473,188,10252,1586,252,191,265,131,3554,3389,7758,366,12097,5818,30220,40514,38684,14596,29321,14901,27093,8242,13693,7609,8627,5090,9036,20197,10468,202,58022,6769,2167,353,227,56,,75,10351,25144,5265,576,6688,7693,56487,2736,172,39,710,1847,26077,13194,2774,6227,18245,117,2719,698,0,208,1109,771,11981,63336,997,692,1992,48,18414,1889,6860,10931,3323,292,15472,46375,15420,1686,1996,955,2075,23340,24921,843,48601,2074,15298,35228,19714,4298,975,804,132,26638,25842,10648,1643,7703,11257,1385,69330,59810,909,2938,51272,2308,6447,20923,3819,2609,156,11075,3763,19679,5569,5926,14916,0,3,1366
2017-01,673905,137962,504481,5,216,13243,3869,3917,569,,2982,2613,38784,1552,1271,1197,2684,6922,1736,12444,6792,5137,627,492,2092,5038,1238,1542,8366,38,3312,12662,6905,24150,256,44,573,5049,640,15884,36069,1124,4921,16162,2846,6494,62482,6937,2643,6263,4416,3952,4713,3717,25168,340,64906,37335,75850,6123,22964,21,11523,21984,8253,600,32339,1012,6176,9839,8125,12617,69361,72452,25189,1610,44550,808,948,120,1168,17316,903,485,1807,874,16571,5242,1009,1986,2918,8165,1976,3458,217,10215,1619,254,165,276,129,3462,3415,7806,361,12116,5907,30200,41347,38537,14690,29373,14907,27157,8391,13728,7622,8673,5030,9029,20324,10578,192,57773,6821,2160,358,352,57,,471,61272,153252,32405,3653,40364,46099,340952,17225,975,229,4190,11016,157938,81043,17564,36661,109446,584,16544,4400,,1235,6832,4745,74829,372424,6048,4274,11826,278,113034,11341,41077,66482,19676,1981,97006,296215,94453,10456,12414,5910,12643,140557,152449,6385,299291,12226,92556,209844,151840,29893,5873,4732,917,156920,152195,59302,9788,48118,67174,8418,427631,363899,5240,18018,312000,13067,39779,125399,22314,15195,1136,69139,23603,118875,33503,35721,90110,2,18,8236
2017-02,113111,137911,83053,4,214,13247,3909,3900,597,,2946,2639,38648,1524,1284,1212,2680,6890,1753,12424,6799,5195,616,485,2056,5059,1230,1540,8401,41,3313,12630,6929,24224,246,51,582,5048,649,15991,36352,1150,4954,16250,2777,6514,62723,6975,2652,6349,4431,4069,4741,3634,25319,344,65144,37490,75864,6063,22972,20,11676,22151,8241,615,32602,1029,6255,9939,8133,12687,69748,72982,25142,1618,44622,807,956,119,1186,17511,886,488,1807,894,16614,5316,1010,1982,2914,8298,2011,3504,254,10178,1589,228,160,278,125,3505,3464,7808,366,12178,5960,30410,40891,38883,14786,29543,14958,27450,8659,13803,7631,8686,5080,9083,20341,10644,195,57761,6813,2192,354,348,56,,75,10553,25216,5283,579,6638,7663,56295,2794,162,39,716,1816,26208,13378,2864,5949,18191,113,2707,708,,206,1106,769,12154,60907,996,698,1948,47,18582,2037,6809,11044,3356,315,15623,47422,15484,1716,2031,948,2090,22818,24302,825,48340,2104,15233,34030,21381,3990,1029,778,125,26061,25066,6854,1609,7887,10919,1175,69231,59978,838,2913,51389,2181,6202,20868,3771,2599,204,10950,3763,19753,5580,5981,14768,0,3,1377
2017-03,114158,139025,83261,4,221,13248,3892,3882,625,,2933,2639,38594,1540,1284,1237,2670,6867,1753,12414,6781,5230,623,476,2052,5054,1225,1522,8413,39,3315,12575,6999,24212,248,49,576,5023,644,15975,36479,1111,4957,16328,2791,6539,62917,6994,2668,6386,4398,4096,4787,3616,25533,391,65287,37741,76209,6080,22785,21,11718,22095,8258,622,32730,1045,6300,9931,8120,12801,69871,73253,25238,1621,44492,813,969,118,1195,17540,894,498,1832,925,16719,5276,1018,2000,2897,8450,2020,3557,264,10263,1533,222,177,285,126,3569,3559,7803,365,12403,5850,30044,40787,39035,14818,29653,14562,27343,8732,13734,7584,8690,5072,9111,20510,10735,203,57867,7190,2178,354,198,56,,78,10322,25298,5556,589,6581,7669,57070,2855,159,38,723,1826,26321,13483,2907,6105,18155,96,2729,720,,205,1128,774,12347,62143,1008,701,1960,46,18755,2067,6831,11066,3406,321,15757,47858,15593,1708,2042,979,1979,23377,25212,828,49265,2099,15596,34708,23774,4675,988,783,149,25579,24940,6501,1601,7963,11115,1178,70036,59910,866,2952,51657,2139,6267,20989,3751,2629,204,11315,3775,19798,5584,6031,14828,0,3,1371
2017-04,109711,138756,83590,5,220,13359,3982,3999,628,,2981,2653,38791,1554,1285,1240,2670,6862,1776,12347,6834,5220,621,471,2011,5089,1215,1521,8483,36,3327,12519,7025,24313,250,43,586,5009,645,15997,36540,1105,5028,16351,2836,6592,63132,6977,2695,6325,4488,4093,4836,3599,25709,406,65513,37720,76216,5986,22856,22,11786,22370,8261,613,32779,1039,6379,9953,8147,12869,70455,73553,25283,1662,44568,823,961,115,1195,17661,882,494,1816,909,16628,5292,1017,1997,2879,8575,2058,3592,270,10275,1559,218,198,295,133,3635,3554,7735,360,12483,5839,30136,40974,39296,14871,29803,14625,27425,8868,13693,7643,8695,5069,9122,20606,10970,209,57955,7220,2201,352,184,55,,80,10065,25402,5380,619,6618,7666,57228,2881,167,38,712,1834,26245,13598,2857,6092,18229,95,2773,730,,207,1154,791,12408,61811,1002,698,1947,45,18912,1796,6823,11079,3256,336,16130,49789,15584,1725,2043,1020,2091,23543,25454,1012,49687,2051,15465,35029,26777,5066,911,787,156,25852,25175,8258,1615,7901,11246,1178,71188,60354,894,2969,51779,2148,6306,20852,3602,2483,203,11569,4013,19827,5595,5966,14968,0,3,1368
2017-05,111158,138716,84471,6,222,13477,3991,4021,630,,2601,2660,38845,1563,1276,1244,2689,6859,1797,12278,6797,5108,612,464,2018,5085,1215,1517,8447,36,3346,12496,7039,24309,238,42,592,5022,637,16011,36571,1103,5048,15900,2863,6614,62956,6975,2701,6369,4524,4068,4818,3574,25698,393,65631,37670,75769,5954,22829,26,11778,22494,8273,606,32943,1034,6450,9942,8144,12790,70710,73753,25244,1682,44548,821,965,116,1198,17627,851,503,1803,913,16700,5305,1013,1999,2880,8643,2097,3594,275,10115,1543,219,194,287,132,3641,3555,7731,359,12413,5832,30010,40834,39437,14948,29848,14530,27546,8895,13686,7651,8619,5098,9110,20632,11016,212,57738,7294,2235,351,188,56,,80,10152,25414,5403,618,6718,7712,56651,2879,166,37,690,1842,26362,13543,2937,6130,18265,94,2771,739,,207,1147,803,12490,62271,1020,715,1970,48,18810,1793,6884,11101,3255,334,16401,50145,15873,1754,2064,983,2117,23654,25629,1181,50099,2079,15569,34967,26356,5360,988,789,158,26286,25568,13227,1643,8067,11287,1237,72031,61034,881,3014,52200,2162,6630,20977,3681,2482,212,11722,3964,19905,5565,5959,15135,0,3,1366
2017-06,112272,139012,84887,5,223,13523,4000,4054,629,,2618,2646,38986,1572,1286,1290,2683,6894,1785,12258,6806,4999,625,460,2008,5082,1205,1429,8477,36,3325,12488,7050,24126,239,43,612,5208,641,15964,36597,1108,5077,15956,2884,6613,62856,7005,2708,6389,4518,4043,4808,3558,25797,395,65697,37744,75856,5953,22803,26,11797,22465,8280,608,33030,1034,6456,9876,8191,12945,70728,73934,25419,1667,44454,811,989,115,1201,17625,854,476,1823,906,16753,5447,1038,1997,2892,8625,2136,3629,264,10075,1514,213,197,279,127,3645,3585,7739,370,12456,5843,30040,41159,39716,14990,29917,14583,27973,8936,13715,7551,8695,5105,9189,20799,11034,212,57658,7370,2246,354,197,55,,79,10019,25962,5379,627,6823,7715,56677,2909,165,37,680,1848,26363,13584,3000,6142,18284,94,2790,751,,205,1145,801,12582,62487,1012,728,1996,47,18924,1814,6893,11104,3242,338,16471,50348,15931,1761,2105,992,2150,23808,25817,1255,50938,1933,15415,35502,26925,5387,984,792,164,26485,25637,13274,1660,8109,11293,1749,72374,61166,879,3070,52269,2180,7134,20837,3720,2496,157,11759,4045,19824,5585,5921,15208,1,3,1374
